# Solar cell efficiency file for crema 5_0 MAPPS format,  produced by geopipeline routine Generate_cell_efficiency_file on Tue Jun 22 14:42:51 2021
# Time        Solar cell efficiency [%] 
01-JAN-2031_01:00:00             0.340
02-JAN-2031_01:00:00             0.340
03-JAN-2031_01:00:00             0.340
04-JAN-2031_01:00:00             0.340
05-JAN-2031_01:00:00             0.340
06-JAN-2031_01:00:00             0.340
07-JAN-2031_01:00:00             0.340
08-JAN-2031_01:00:00             0.340
09-JAN-2031_01:00:00             0.340
10-JAN-2031_01:00:00             0.340
11-JAN-2031_01:00:00             0.340
12-JAN-2031_01:00:00             0.340
13-JAN-2031_01:00:00             0.340
14-JAN-2031_01:00:00             0.340
15-JAN-2031_01:00:00             0.340
16-JAN-2031_01:00:00             0.340
17-JAN-2031_01:00:00             0.340
18-JAN-2031_01:00:00             0.340
19-JAN-2031_01:00:00             0.340
20-JAN-2031_01:00:00             0.340
21-JAN-2031_01:00:00             0.340
22-JAN-2031_01:00:00             0.340
23-JAN-2031_01:00:00             0.340
24-JAN-2031_01:00:00             0.340
25-JAN-2031_01:00:00             0.340
26-JAN-2031_01:00:00             0.340
27-JAN-2031_01:00:00             0.340
28-JAN-2031_01:00:00             0.340
29-JAN-2031_01:00:00             0.340
30-JAN-2031_01:00:00             0.340
31-JAN-2031_01:00:00             0.340
01-FEB-2031_01:00:00             0.340
02-FEB-2031_01:00:00             0.340
03-FEB-2031_01:00:00             0.340
04-FEB-2031_01:00:00             0.340
05-FEB-2031_01:00:00             0.340
06-FEB-2031_01:00:00             0.340
07-FEB-2031_01:00:00             0.340
08-FEB-2031_01:00:00             0.340
09-FEB-2031_01:00:00             0.340
10-FEB-2031_01:00:00             0.340
11-FEB-2031_01:00:00             0.340
12-FEB-2031_01:00:00             0.340
13-FEB-2031_01:00:00             0.340
14-FEB-2031_01:00:00             0.340
15-FEB-2031_01:00:00             0.340
16-FEB-2031_01:00:00             0.340
17-FEB-2031_01:00:00             0.340
18-FEB-2031_01:00:00             0.340
19-FEB-2031_01:00:00             0.340
20-FEB-2031_01:00:00             0.340
21-FEB-2031_01:00:00             0.340
22-FEB-2031_01:00:00             0.340
23-FEB-2031_01:00:00             0.340
24-FEB-2031_01:00:00             0.340
25-FEB-2031_01:00:00             0.340
26-FEB-2031_01:00:00             0.340
27-FEB-2031_01:00:00             0.340
28-FEB-2031_01:00:00             0.340
01-MAR-2031_01:00:00             0.340
02-MAR-2031_01:00:00             0.340
03-MAR-2031_01:00:00             0.340
04-MAR-2031_01:00:00             0.340
05-MAR-2031_01:00:00             0.340
06-MAR-2031_01:00:00             0.340
07-MAR-2031_01:00:00             0.340
08-MAR-2031_01:00:00             0.340
09-MAR-2031_01:00:00             0.340
10-MAR-2031_01:00:00             0.340
11-MAR-2031_01:00:00             0.340
12-MAR-2031_01:00:00             0.340
13-MAR-2031_01:00:00             0.340
14-MAR-2031_01:00:00             0.340
15-MAR-2031_01:00:00             0.340
16-MAR-2031_01:00:00             0.340
17-MAR-2031_01:00:00             0.340
18-MAR-2031_01:00:00             0.340
19-MAR-2031_01:00:00             0.340
20-MAR-2031_01:00:00             0.340
21-MAR-2031_01:00:00             0.340
22-MAR-2031_01:00:00             0.340
23-MAR-2031_01:00:00             0.340
24-MAR-2031_01:00:00             0.340
25-MAR-2031_01:00:00             0.340
26-MAR-2031_01:00:00             0.340
27-MAR-2031_01:00:00             0.340
28-MAR-2031_01:00:00             0.340
29-MAR-2031_01:00:00             0.340
30-MAR-2031_01:00:00             0.340
31-MAR-2031_01:00:00             0.340
01-APR-2031_01:00:00             0.340
02-APR-2031_01:00:00             0.340
03-APR-2031_01:00:00             0.340
04-APR-2031_01:00:00             0.340
05-APR-2031_01:00:00             0.340
06-APR-2031_01:00:00             0.340
07-APR-2031_01:00:00             0.340
08-APR-2031_01:00:00             0.340
09-APR-2031_01:00:00             0.340
10-APR-2031_01:00:00             0.340
11-APR-2031_01:00:00             0.340
12-APR-2031_01:00:00             0.340
13-APR-2031_01:00:00             0.340
14-APR-2031_01:00:00             0.340
15-APR-2031_01:00:00             0.340
16-APR-2031_01:00:00             0.340
17-APR-2031_01:00:00             0.340
18-APR-2031_01:00:00             0.340
19-APR-2031_01:00:00             0.340
20-APR-2031_01:00:00             0.340
21-APR-2031_01:00:00             0.340
22-APR-2031_01:00:00             0.340
23-APR-2031_01:00:00             0.340
24-APR-2031_01:00:00             0.340
25-APR-2031_01:00:00             0.340
26-APR-2031_01:00:00             0.340
27-APR-2031_01:00:00             0.340
28-APR-2031_01:00:00             0.340
29-APR-2031_01:00:00             0.340
30-APR-2031_01:00:00             0.340
01-MAY-2031_01:00:00             0.340
02-MAY-2031_01:00:00             0.340
03-MAY-2031_01:00:00             0.340
04-MAY-2031_01:00:00             0.340
05-MAY-2031_01:00:00             0.340
06-MAY-2031_01:00:00             0.340
07-MAY-2031_01:00:00             0.340
08-MAY-2031_01:00:00             0.340
09-MAY-2031_01:00:00             0.340
10-MAY-2031_01:00:00             0.340
11-MAY-2031_01:00:00             0.340
12-MAY-2031_01:00:00             0.340
13-MAY-2031_01:00:00             0.340
14-MAY-2031_01:00:00             0.340
15-MAY-2031_01:00:00             0.340
16-MAY-2031_01:00:00             0.340
17-MAY-2031_01:00:00             0.340
18-MAY-2031_01:00:00             0.340
19-MAY-2031_01:00:00             0.340
20-MAY-2031_01:00:00             0.340
21-MAY-2031_01:00:00             0.340
22-MAY-2031_01:00:00             0.340
23-MAY-2031_01:00:00             0.340
24-MAY-2031_01:00:00             0.340
25-MAY-2031_01:00:00             0.340
26-MAY-2031_01:00:00             0.340
27-MAY-2031_01:00:00             0.340
28-MAY-2031_01:00:00             0.340
29-MAY-2031_01:00:00             0.340
30-MAY-2031_01:00:00             0.340
31-MAY-2031_01:00:00             0.340
01-JUN-2031_01:00:00             0.340
02-JUN-2031_01:00:00             0.340
03-JUN-2031_01:00:00             0.340
04-JUN-2031_01:00:00             0.340
05-JUN-2031_01:00:00             0.340
06-JUN-2031_01:00:00             0.340
07-JUN-2031_01:00:00             0.340
08-JUN-2031_01:00:00             0.340
09-JUN-2031_01:00:00             0.340
10-JUN-2031_01:00:00             0.340
11-JUN-2031_01:00:00             0.340
12-JUN-2031_01:00:00             0.340
13-JUN-2031_01:00:00             0.340
14-JUN-2031_01:00:00             0.340
15-JUN-2031_01:00:00             0.340
16-JUN-2031_01:00:00             0.340
17-JUN-2031_01:00:00             0.340
18-JUN-2031_01:00:00             0.340
19-JUN-2031_01:00:00             0.340
20-JUN-2031_01:00:00             0.340
21-JUN-2031_01:00:00             0.340
22-JUN-2031_01:00:00             0.340
23-JUN-2031_01:00:00             0.340
24-JUN-2031_01:00:00             0.340
25-JUN-2031_01:00:00             0.340
26-JUN-2031_01:00:00             0.340
27-JUN-2031_01:00:00             0.340
28-JUN-2031_01:00:00             0.340
29-JUN-2031_01:00:00             0.340
30-JUN-2031_01:00:00             0.340
01-JUL-2031_01:00:00             0.340
02-JUL-2031_01:00:00             0.340
03-JUL-2031_01:00:00             0.340
04-JUL-2031_01:00:00             0.340
05-JUL-2031_01:00:00             0.340
06-JUL-2031_01:00:00             0.340
07-JUL-2031_01:00:00             0.340
08-JUL-2031_01:00:00             0.340
09-JUL-2031_01:00:00             0.340
10-JUL-2031_01:00:00             0.340
11-JUL-2031_01:00:00             0.340
12-JUL-2031_01:00:00             0.340
13-JUL-2031_01:00:00             0.340
14-JUL-2031_01:00:00             0.340
15-JUL-2031_01:00:00             0.340
16-JUL-2031_01:00:00             0.340
17-JUL-2031_01:00:00             0.340
18-JUL-2031_01:00:00             0.340
19-JUL-2031_01:00:00             0.340
20-JUL-2031_01:00:00             0.340
21-JUL-2031_01:00:00             0.340
22-JUL-2031_01:00:00             0.340
23-JUL-2031_01:00:00             0.340
24-JUL-2031_01:00:00             0.340
25-JUL-2031_01:00:00             0.340
26-JUL-2031_01:00:00             0.340
27-JUL-2031_01:00:00             0.340
28-JUL-2031_01:00:00             0.340
29-JUL-2031_01:00:00             0.340
30-JUL-2031_01:00:00             0.340
31-JUL-2031_01:00:00             0.340
01-AUG-2031_01:00:00             0.340
02-AUG-2031_01:00:00             0.340
03-AUG-2031_01:00:00             0.340
04-AUG-2031_01:00:00             0.340
05-AUG-2031_01:00:00             0.340
06-AUG-2031_01:00:00             0.340
07-AUG-2031_01:00:00             0.340
08-AUG-2031_01:00:00             0.340
09-AUG-2031_01:00:00             0.340
10-AUG-2031_01:00:00             0.340
11-AUG-2031_01:00:00             0.340
12-AUG-2031_01:00:00             0.340
13-AUG-2031_01:00:00             0.340
14-AUG-2031_01:00:00             0.340
15-AUG-2031_01:00:00             0.340
16-AUG-2031_01:00:00             0.340
17-AUG-2031_01:00:00             0.340
18-AUG-2031_01:00:00             0.340
19-AUG-2031_01:00:00             0.340
20-AUG-2031_01:00:00             0.339
21-AUG-2031_01:00:00             0.339
22-AUG-2031_01:00:00             0.339
23-AUG-2031_01:00:00             0.339
24-AUG-2031_01:00:00             0.339
25-AUG-2031_01:00:00             0.339
26-AUG-2031_01:00:00             0.339
27-AUG-2031_01:00:00             0.339
28-AUG-2031_01:00:00             0.339
29-AUG-2031_01:00:00             0.339
30-AUG-2031_01:00:00             0.339
31-AUG-2031_01:00:00             0.339
01-SEP-2031_01:00:00             0.339
02-SEP-2031_01:00:00             0.339
03-SEP-2031_01:00:00             0.339
04-SEP-2031_01:00:00             0.339
05-SEP-2031_01:00:00             0.339
06-SEP-2031_01:00:00             0.339
07-SEP-2031_01:00:00             0.339
08-SEP-2031_01:00:00             0.339
09-SEP-2031_01:00:00             0.339
10-SEP-2031_01:00:00             0.339
11-SEP-2031_01:00:00             0.339
12-SEP-2031_01:00:00             0.339
13-SEP-2031_01:00:00             0.339
14-SEP-2031_01:00:00             0.339
15-SEP-2031_01:00:00             0.339
16-SEP-2031_01:00:00             0.339
17-SEP-2031_01:00:00             0.339
18-SEP-2031_01:00:00             0.339
19-SEP-2031_01:00:00             0.339
20-SEP-2031_01:00:00             0.339
21-SEP-2031_01:00:00             0.339
22-SEP-2031_01:00:00             0.339
23-SEP-2031_01:00:00             0.339
24-SEP-2031_01:00:00             0.339
25-SEP-2031_01:00:00             0.339
26-SEP-2031_01:00:00             0.339
27-SEP-2031_01:00:00             0.339
28-SEP-2031_01:00:00             0.339
29-SEP-2031_01:00:00             0.339
30-SEP-2031_01:00:00             0.339
01-OCT-2031_01:00:00             0.339
02-OCT-2031_01:00:00             0.339
03-OCT-2031_01:00:00             0.339
04-OCT-2031_01:00:00             0.339
05-OCT-2031_01:00:00             0.339
06-OCT-2031_01:00:00             0.339
07-OCT-2031_01:00:00             0.339
08-OCT-2031_01:00:00             0.339
09-OCT-2031_01:00:00             0.339
10-OCT-2031_01:00:00             0.339
11-OCT-2031_01:00:00             0.339
12-OCT-2031_01:00:00             0.339
13-OCT-2031_01:00:00             0.339
14-OCT-2031_01:00:00             0.339
15-OCT-2031_01:00:00             0.339
16-OCT-2031_01:00:00             0.339
17-OCT-2031_01:00:00             0.339
18-OCT-2031_01:00:00             0.339
19-OCT-2031_01:00:00             0.339
20-OCT-2031_01:00:00             0.339
21-OCT-2031_01:00:00             0.339
22-OCT-2031_01:00:00             0.339
23-OCT-2031_01:00:00             0.339
24-OCT-2031_01:00:00             0.339
25-OCT-2031_01:00:00             0.339
26-OCT-2031_01:00:00             0.339
27-OCT-2031_01:00:00             0.339
28-OCT-2031_01:00:00             0.339
29-OCT-2031_01:00:00             0.339
30-OCT-2031_01:00:00             0.339
31-OCT-2031_01:00:00             0.339
01-NOV-2031_01:00:00             0.339
02-NOV-2031_01:00:00             0.339
03-NOV-2031_01:00:00             0.339
04-NOV-2031_01:00:00             0.339
05-NOV-2031_01:00:00             0.339
06-NOV-2031_01:00:00             0.339
07-NOV-2031_01:00:00             0.339
08-NOV-2031_01:00:00             0.339
09-NOV-2031_01:00:00             0.339
10-NOV-2031_01:00:00             0.339
11-NOV-2031_01:00:00             0.339
12-NOV-2031_01:00:00             0.339
13-NOV-2031_01:00:00             0.339
14-NOV-2031_01:00:00             0.339
15-NOV-2031_01:00:00             0.339
16-NOV-2031_01:00:00             0.339
17-NOV-2031_01:00:00             0.339
18-NOV-2031_01:00:00             0.339
19-NOV-2031_01:00:00             0.339
20-NOV-2031_01:00:00             0.339
21-NOV-2031_01:00:00             0.339
22-NOV-2031_01:00:00             0.339
23-NOV-2031_01:00:00             0.339
24-NOV-2031_01:00:00             0.339
25-NOV-2031_01:00:00             0.339
26-NOV-2031_01:00:00             0.339
27-NOV-2031_01:00:00             0.339
28-NOV-2031_01:00:00             0.339
29-NOV-2031_01:00:00             0.339
30-NOV-2031_01:00:00             0.339
01-DEC-2031_01:00:00             0.339
02-DEC-2031_01:00:00             0.339
03-DEC-2031_01:00:00             0.339
04-DEC-2031_01:00:00             0.339
05-DEC-2031_01:00:00             0.339
06-DEC-2031_01:00:00             0.339
07-DEC-2031_01:00:00             0.339
08-DEC-2031_01:00:00             0.339
09-DEC-2031_01:00:00             0.339
10-DEC-2031_01:00:00             0.339
11-DEC-2031_01:00:00             0.339
12-DEC-2031_01:00:00             0.339
13-DEC-2031_01:00:00             0.339
14-DEC-2031_01:00:00             0.339
15-DEC-2031_01:00:00             0.339
16-DEC-2031_01:00:00             0.339
17-DEC-2031_01:00:00             0.339
18-DEC-2031_01:00:00             0.339
19-DEC-2031_01:00:00             0.339
20-DEC-2031_01:00:00             0.339
21-DEC-2031_01:00:00             0.339
22-DEC-2031_01:00:00             0.339
23-DEC-2031_01:00:00             0.339
24-DEC-2031_01:00:00             0.339
25-DEC-2031_01:00:00             0.339
26-DEC-2031_01:00:00             0.339
27-DEC-2031_01:00:00             0.339
28-DEC-2031_01:00:00             0.339
29-DEC-2031_01:00:00             0.339
30-DEC-2031_01:00:00             0.339
31-DEC-2031_01:00:00             0.339
01-JAN-2032_01:00:00             0.339
02-JAN-2032_01:00:00             0.339
03-JAN-2032_01:00:00             0.339
04-JAN-2032_01:00:00             0.339
05-JAN-2032_01:00:00             0.339
06-JAN-2032_01:00:00             0.339
07-JAN-2032_01:00:00             0.339
08-JAN-2032_01:00:00             0.339
09-JAN-2032_01:00:00             0.339
10-JAN-2032_01:00:00             0.339
11-JAN-2032_01:00:00             0.339
12-JAN-2032_01:00:00             0.339
13-JAN-2032_01:00:00             0.339
14-JAN-2032_01:00:00             0.339
15-JAN-2032_01:00:00             0.339
16-JAN-2032_01:00:00             0.339
17-JAN-2032_01:00:00             0.339
18-JAN-2032_01:00:00             0.339
19-JAN-2032_01:00:00             0.339
20-JAN-2032_01:00:00             0.339
21-JAN-2032_01:00:00             0.339
22-JAN-2032_01:00:00             0.339
23-JAN-2032_01:00:00             0.339
24-JAN-2032_01:00:00             0.339
25-JAN-2032_01:00:00             0.339
26-JAN-2032_01:00:00             0.339
27-JAN-2032_01:00:00             0.339
28-JAN-2032_01:00:00             0.339
29-JAN-2032_01:00:00             0.339
30-JAN-2032_01:00:00             0.339
31-JAN-2032_01:00:00             0.339
01-FEB-2032_01:00:00             0.339
02-FEB-2032_01:00:00             0.339
03-FEB-2032_01:00:00             0.339
04-FEB-2032_01:00:00             0.339
05-FEB-2032_01:00:00             0.339
06-FEB-2032_01:00:00             0.339
07-FEB-2032_01:00:00             0.339
08-FEB-2032_01:00:00             0.339
09-FEB-2032_01:00:00             0.339
10-FEB-2032_01:00:00             0.339
11-FEB-2032_01:00:00             0.339
12-FEB-2032_01:00:00             0.339
13-FEB-2032_01:00:00             0.339
14-FEB-2032_01:00:00             0.339
15-FEB-2032_01:00:00             0.339
16-FEB-2032_01:00:00             0.338
17-FEB-2032_01:00:00             0.338
18-FEB-2032_01:00:00             0.338
19-FEB-2032_01:00:00             0.338
20-FEB-2032_01:00:00             0.338
21-FEB-2032_01:00:00             0.338
22-FEB-2032_01:00:00             0.338
23-FEB-2032_01:00:00             0.338
24-FEB-2032_01:00:00             0.338
25-FEB-2032_01:00:00             0.338
26-FEB-2032_01:00:00             0.338
27-FEB-2032_01:00:00             0.338
28-FEB-2032_01:00:00             0.338
29-FEB-2032_01:00:00             0.338
01-MAR-2032_01:00:00             0.338
02-MAR-2032_01:00:00             0.338
03-MAR-2032_01:00:00             0.338
04-MAR-2032_01:00:00             0.338
05-MAR-2032_01:00:00             0.338
06-MAR-2032_01:00:00             0.338
07-MAR-2032_01:00:00             0.338
08-MAR-2032_01:00:00             0.338
09-MAR-2032_01:00:00             0.338
10-MAR-2032_01:00:00             0.338
11-MAR-2032_01:00:00             0.338
12-MAR-2032_01:00:00             0.338
13-MAR-2032_01:00:00             0.338
14-MAR-2032_01:00:00             0.338
15-MAR-2032_01:00:00             0.338
16-MAR-2032_01:00:00             0.338
17-MAR-2032_01:00:00             0.338
18-MAR-2032_01:00:00             0.338
19-MAR-2032_01:00:00             0.338
20-MAR-2032_01:00:00             0.338
21-MAR-2032_01:00:00             0.338
22-MAR-2032_01:00:00             0.338
23-MAR-2032_01:00:00             0.338
24-MAR-2032_01:00:00             0.338
25-MAR-2032_01:00:00             0.338
26-MAR-2032_01:00:00             0.338
27-MAR-2032_01:00:00             0.338
28-MAR-2032_01:00:00             0.338
29-MAR-2032_01:00:00             0.338
30-MAR-2032_01:00:00             0.338
31-MAR-2032_01:00:00             0.338
01-APR-2032_01:00:00             0.338
02-APR-2032_01:00:00             0.338
03-APR-2032_01:00:00             0.338
04-APR-2032_01:00:00             0.338
05-APR-2032_01:00:00             0.338
06-APR-2032_01:00:00             0.338
07-APR-2032_01:00:00             0.338
08-APR-2032_01:00:00             0.338
09-APR-2032_01:00:00             0.338
10-APR-2032_01:00:00             0.338
11-APR-2032_01:00:00             0.338
12-APR-2032_01:00:00             0.338
13-APR-2032_01:00:00             0.338
14-APR-2032_01:00:00             0.338
15-APR-2032_01:00:00             0.338
16-APR-2032_01:00:00             0.338
17-APR-2032_01:00:00             0.338
18-APR-2032_01:00:00             0.338
19-APR-2032_01:00:00             0.338
20-APR-2032_01:00:00             0.338
21-APR-2032_01:00:00             0.338
22-APR-2032_01:00:00             0.338
23-APR-2032_01:00:00             0.338
24-APR-2032_01:00:00             0.338
25-APR-2032_01:00:00             0.338
26-APR-2032_01:00:00             0.338
27-APR-2032_01:00:00             0.338
28-APR-2032_01:00:00             0.338
29-APR-2032_01:00:00             0.338
30-APR-2032_01:00:00             0.338
01-MAY-2032_01:00:00             0.338
02-MAY-2032_01:00:00             0.338
03-MAY-2032_01:00:00             0.338
04-MAY-2032_01:00:00             0.338
05-MAY-2032_01:00:00             0.338
06-MAY-2032_01:00:00             0.338
07-MAY-2032_01:00:00             0.338
08-MAY-2032_01:00:00             0.338
09-MAY-2032_01:00:00             0.338
10-MAY-2032_01:00:00             0.338
11-MAY-2032_01:00:00             0.338
12-MAY-2032_01:00:00             0.338
13-MAY-2032_01:00:00             0.338
14-MAY-2032_01:00:00             0.338
15-MAY-2032_01:00:00             0.338
16-MAY-2032_01:00:00             0.338
17-MAY-2032_01:00:00             0.338
18-MAY-2032_01:00:00             0.338
19-MAY-2032_01:00:00             0.338
20-MAY-2032_01:00:00             0.338
21-MAY-2032_01:00:00             0.338
22-MAY-2032_01:00:00             0.338
23-MAY-2032_01:00:00             0.338
24-MAY-2032_01:00:00             0.338
25-MAY-2032_01:00:00             0.338
26-MAY-2032_01:00:00             0.338
27-MAY-2032_01:00:00             0.338
28-MAY-2032_01:00:00             0.338
29-MAY-2032_01:00:00             0.338
30-MAY-2032_01:00:00             0.338
31-MAY-2032_01:00:00             0.338
01-JUN-2032_01:00:00             0.338
02-JUN-2032_01:00:00             0.337
03-JUN-2032_01:00:00             0.337
04-JUN-2032_01:00:00             0.337
05-JUN-2032_01:00:00             0.337
06-JUN-2032_01:00:00             0.337
07-JUN-2032_01:00:00             0.337
08-JUN-2032_01:00:00             0.337
09-JUN-2032_01:00:00             0.337
10-JUN-2032_01:00:00             0.337
11-JUN-2032_01:00:00             0.337
12-JUN-2032_01:00:00             0.337
13-JUN-2032_01:00:00             0.337
14-JUN-2032_01:00:00             0.337
15-JUN-2032_01:00:00             0.337
16-JUN-2032_01:00:00             0.337
17-JUN-2032_01:00:00             0.337
18-JUN-2032_01:00:00             0.335
19-JUN-2032_01:00:00             0.335
20-JUN-2032_01:00:00             0.335
21-JUN-2032_01:00:00             0.335
22-JUN-2032_01:00:00             0.335
23-JUN-2032_01:00:00             0.335
24-JUN-2032_01:00:00             0.335
25-JUN-2032_01:00:00             0.335
26-JUN-2032_01:00:00             0.335
27-JUN-2032_01:00:00             0.335
28-JUN-2032_01:00:00             0.335
29-JUN-2032_01:00:00             0.335
30-JUN-2032_01:00:00             0.335
01-JUL-2032_01:00:00             0.335
02-JUL-2032_01:00:00             0.334
03-JUL-2032_01:00:00             0.332
04-JUL-2032_01:00:00             0.332
05-JUL-2032_01:00:00             0.332
06-JUL-2032_01:00:00             0.332
07-JUL-2032_01:00:00             0.332
08-JUL-2032_01:00:00             0.332
09-JUL-2032_01:00:00             0.332
10-JUL-2032_01:00:00             0.332
11-JUL-2032_01:00:00             0.332
12-JUL-2032_01:00:00             0.332
13-JUL-2032_01:00:00             0.332
14-JUL-2032_01:00:00             0.332
15-JUL-2032_01:00:00             0.332
16-JUL-2032_01:00:00             0.332
17-JUL-2032_01:00:00             0.329
18-JUL-2032_01:00:00             0.329
19-JUL-2032_01:00:00             0.329
20-JUL-2032_01:00:00             0.329
21-JUL-2032_01:00:00             0.329
22-JUL-2032_01:00:00             0.329
23-JUL-2032_01:00:00             0.329
24-JUL-2032_01:00:00             0.329
25-JUL-2032_01:00:00             0.329
26-JUL-2032_01:00:00             0.329
27-JUL-2032_01:00:00             0.329
28-JUL-2032_01:00:00             0.329
