# Solar cell efficiency file for crema 5_0 MAPPS format,  produced by geopipeline routine Generate_cell_efficiency_file on Tue Jun 22 14:42:51 2021
02-MAR-2034_01:00:00             0.312
03-MAR-2034_01:00:00             0.312
04-MAR-2034_01:00:00             0.312
05-MAR-2034_01:00:00             0.312
06-MAR-2034_01:00:00             0.312
07-MAR-2034_01:00:00             0.312
08-MAR-2034_01:00:00             0.312
09-MAR-2034_01:00:00             0.312
10-MAR-2034_01:00:00             0.312
11-MAR-2034_01:00:00             0.312
12-MAR-2034_01:00:00             0.312
13-MAR-2034_01:00:00             0.312
14-MAR-2034_01:00:00             0.312
15-MAR-2034_01:00:00             0.312
16-MAR-2034_01:00:00             0.312
17-MAR-2034_01:00:00             0.312
18-MAR-2034_01:00:00             0.312
19-MAR-2034_01:00:00             0.312
20-MAR-2034_01:00:00             0.312
21-MAR-2034_01:00:00             0.312
22-MAR-2034_01:00:00             0.312
23-MAR-2034_01:00:00             0.312
24-MAR-2034_01:00:00             0.312
25-MAR-2034_01:00:00             0.312
26-MAR-2034_01:00:00             0.312
27-MAR-2034_01:00:00             0.312
28-MAR-2034_01:00:00             0.312
29-MAR-2034_01:00:00             0.312
30-MAR-2034_01:00:00             0.312
31-MAR-2034_01:00:00             0.312
01-APR-2034_01:00:00             0.312
02-APR-2034_01:00:00             0.312
03-APR-2034_01:00:00             0.312
04-APR-2034_01:00:00             0.312
05-APR-2034_01:00:00             0.312
06-APR-2034_01:00:00             0.312
07-APR-2034_01:00:00             0.312
08-APR-2034_01:00:00             0.312
09-APR-2034_01:00:00             0.312
10-APR-2034_01:00:00             0.312
11-APR-2034_01:00:00             0.312
12-APR-2034_01:00:00             0.312
13-APR-2034_01:00:00             0.312
14-APR-2034_01:00:00             0.312
15-APR-2034_01:00:00             0.312
16-APR-2034_01:00:00             0.312
17-APR-2034_01:00:00             0.312
18-APR-2034_01:00:00             0.312
19-APR-2034_01:00:00             0.312
20-APR-2034_01:00:00             0.312
21-APR-2034_01:00:00             0.312
22-APR-2034_01:00:00             0.312
23-APR-2034_01:00:00             0.312
24-APR-2034_01:00:00             0.312
25-APR-2034_01:00:00             0.312
26-APR-2034_01:00:00             0.312
27-APR-2034_01:00:00             0.312
28-APR-2034_01:00:00             0.312
29-APR-2034_01:00:00             0.312
30-APR-2034_01:00:00             0.312
01-MAY-2034_01:00:00             0.312
02-MAY-2034_01:00:00             0.312
03-MAY-2034_01:00:00             0.312
04-MAY-2034_01:00:00             0.312
05-MAY-2034_01:00:00             0.312
06-MAY-2034_01:00:00             0.312
07-MAY-2034_01:00:00             0.312
08-MAY-2034_01:00:00             0.312
09-MAY-2034_01:00:00             0.311
10-MAY-2034_01:00:00             0.311
11-MAY-2034_01:00:00             0.311
12-MAY-2034_01:00:00             0.311
13-MAY-2034_01:00:00             0.311
14-MAY-2034_01:00:00             0.311
15-MAY-2034_01:00:00             0.311
16-MAY-2034_01:00:00             0.311
17-MAY-2034_01:00:00             0.311
18-MAY-2034_01:00:00             0.311
19-MAY-2034_01:00:00             0.311
20-MAY-2034_01:00:00             0.311
21-MAY-2034_01:00:00             0.311
22-MAY-2034_01:00:00             0.311
23-MAY-2034_01:00:00             0.311
24-MAY-2034_01:00:00             0.311
25-MAY-2034_01:00:00             0.310
26-MAY-2034_01:00:00             0.310
27-MAY-2034_01:00:00             0.310
28-MAY-2034_01:00:00             0.310
29-MAY-2034_01:00:00             0.310
30-MAY-2034_01:00:00             0.310
31-MAY-2034_01:00:00             0.310
01-JUN-2034_01:00:00             0.310
02-JUN-2034_01:00:00             0.310
03-JUN-2034_01:00:00             0.310
04-JUN-2034_01:00:00             0.310
05-JUN-2034_01:00:00             0.310
06-JUN-2034_01:00:00             0.310
07-JUN-2034_01:00:00             0.310
08-JUN-2034_01:00:00             0.310
09-JUN-2034_01:00:00             0.310
10-JUN-2034_01:00:00             0.310
11-JUN-2034_01:00:00             0.310
12-JUN-2034_01:00:00             0.310
13-JUN-2034_01:00:00             0.310
14-JUN-2034_01:00:00             0.310
15-JUN-2034_01:00:00             0.310
16-JUN-2034_01:00:00             0.310
17-JUN-2034_01:00:00             0.310
18-JUN-2034_01:00:00             0.310
19-JUN-2034_01:00:00             0.310
20-JUN-2034_01:00:00             0.310
21-JUN-2034_01:00:00             0.310
22-JUN-2034_01:00:00             0.310
23-JUN-2034_01:00:00             0.310
24-JUN-2034_01:00:00             0.310
25-JUN-2034_01:00:00             0.310
26-JUN-2034_01:00:00             0.310
27-JUN-2034_01:00:00             0.310
28-JUN-2034_01:00:00             0.310
29-JUN-2034_01:00:00             0.310
30-JUN-2034_01:00:00             0.310
01-JUL-2034_01:00:00             0.310
02-JUL-2034_01:00:00             0.309
03-JUL-2034_01:00:00             0.309
04-JUL-2034_01:00:00             0.309
05-JUL-2034_01:00:00             0.309
06-JUL-2034_01:00:00             0.309
07-JUL-2034_01:00:00             0.309
08-JUL-2034_01:00:00             0.309
09-JUL-2034_01:00:00             0.309
10-JUL-2034_01:00:00             0.309
11-JUL-2034_01:00:00             0.309
12-JUL-2034_01:00:00             0.309
13-JUL-2034_01:00:00             0.309
14-JUL-2034_01:00:00             0.309
15-JUL-2034_01:00:00             0.309
16-JUL-2034_01:00:00             0.309
17-JUL-2034_01:00:00             0.309
18-JUL-2034_01:00:00             0.309
19-JUL-2034_01:00:00             0.309
20-JUL-2034_01:00:00             0.309
21-JUL-2034_01:00:00             0.309
22-JUL-2034_01:00:00             0.309
23-JUL-2034_01:00:00             0.309
24-JUL-2034_01:00:00             0.309
25-JUL-2034_01:00:00             0.309
26-JUL-2034_01:00:00             0.309
27-JUL-2034_01:00:00             0.309
28-JUL-2034_01:00:00             0.309
29-JUL-2034_01:00:00             0.309
30-JUL-2034_01:00:00             0.309
31-JUL-2034_01:00:00             0.309
01-AUG-2034_01:00:00             0.309
02-AUG-2034_01:00:00             0.309
03-AUG-2034_01:00:00             0.309
04-AUG-2034_01:00:00             0.309
05-AUG-2034_01:00:00             0.309
06-AUG-2034_01:00:00             0.309
07-AUG-2034_01:00:00             0.309
08-AUG-2034_01:00:00             0.309
09-AUG-2034_01:00:00             0.309
10-AUG-2034_01:00:00             0.309
11-AUG-2034_01:00:00             0.309
12-AUG-2034_01:00:00             0.309
13-AUG-2034_01:00:00             0.309
14-AUG-2034_01:00:00             0.309
15-AUG-2034_01:00:00             0.309
16-AUG-2034_01:00:00             0.308
17-AUG-2034_01:00:00             0.308
18-AUG-2034_01:00:00             0.308
19-AUG-2034_01:00:00             0.308
20-AUG-2034_01:00:00             0.308
21-AUG-2034_01:00:00             0.308
22-AUG-2034_01:00:00             0.308
23-AUG-2034_01:00:00             0.308
24-AUG-2034_01:00:00             0.308
25-AUG-2034_01:00:00             0.308
26-AUG-2034_01:00:00             0.308
27-AUG-2034_01:00:00             0.308
28-AUG-2034_01:00:00             0.308
29-AUG-2034_01:00:00             0.308
30-AUG-2034_01:00:00             0.308
31-AUG-2034_01:00:00             0.308
01-SEP-2034_01:00:00             0.308
02-SEP-2034_01:00:00             0.308
03-SEP-2034_01:00:00             0.308
04-SEP-2034_01:00:00             0.308
05-SEP-2034_01:00:00             0.308
06-SEP-2034_01:00:00             0.308
07-SEP-2034_01:00:00             0.308
08-SEP-2034_01:00:00             0.308
09-SEP-2034_01:00:00             0.308
10-SEP-2034_01:00:00             0.308
11-SEP-2034_01:00:00             0.308
12-SEP-2034_01:00:00             0.308
13-SEP-2034_01:00:00             0.308
14-SEP-2034_01:00:00             0.308
15-SEP-2034_01:00:00             0.308
16-SEP-2034_01:00:00             0.308
17-SEP-2034_01:00:00             0.308
18-SEP-2034_01:00:00             0.308
19-SEP-2034_01:00:00             0.308
20-SEP-2034_01:00:00             0.308
21-SEP-2034_01:00:00             0.308
22-SEP-2034_01:00:00             0.308
23-SEP-2034_01:00:00             0.308
24-SEP-2034_01:00:00             0.308
25-SEP-2034_01:00:00             0.308
26-SEP-2034_01:00:00             0.308
27-SEP-2034_01:00:00             0.307
28-SEP-2034_01:00:00             0.307
29-SEP-2034_01:00:00             0.307
30-SEP-2034_01:00:00             0.307
01-OCT-2034_01:00:00             0.307
02-OCT-2034_01:00:00             0.307
03-OCT-2034_01:00:00             0.307
04-OCT-2034_01:00:00             0.307
05-OCT-2034_01:00:00             0.307
06-OCT-2034_01:00:00             0.307
07-OCT-2034_01:00:00             0.307
08-OCT-2034_01:00:00             0.307
09-OCT-2034_01:00:00             0.307
10-OCT-2034_01:00:00             0.307
11-OCT-2034_01:00:00             0.307
12-OCT-2034_01:00:00             0.307
13-OCT-2034_01:00:00             0.307
14-OCT-2034_01:00:00             0.307
15-OCT-2034_01:00:00             0.307
16-OCT-2034_01:00:00             0.307
17-OCT-2034_01:00:00             0.307
18-OCT-2034_01:00:00             0.307
19-OCT-2034_01:00:00             0.307
20-OCT-2034_01:00:00             0.307
21-OCT-2034_01:00:00             0.307
22-OCT-2034_01:00:00             0.307
23-OCT-2034_01:00:00             0.307
24-OCT-2034_01:00:00             0.307
25-OCT-2034_01:00:00             0.307
26-OCT-2034_01:00:00             0.307
27-OCT-2034_01:00:00             0.307
28-OCT-2034_01:00:00             0.307
29-OCT-2034_01:00:00             0.306
30-OCT-2034_01:00:00             0.306
31-OCT-2034_01:00:00             0.306
01-NOV-2034_01:00:00             0.306
02-NOV-2034_01:00:00             0.306
03-NOV-2034_01:00:00             0.306
04-NOV-2034_01:00:00             0.306
05-NOV-2034_01:00:00             0.306
06-NOV-2034_01:00:00             0.306
07-NOV-2034_01:00:00             0.306
08-NOV-2034_01:00:00             0.306
09-NOV-2034_01:00:00             0.306
10-NOV-2034_01:00:00             0.305
11-NOV-2034_01:00:00             0.305
12-NOV-2034_01:00:00             0.305
13-NOV-2034_01:00:00             0.305
14-NOV-2034_01:00:00             0.305
15-NOV-2034_01:00:00             0.305
16-NOV-2034_01:00:00             0.305
17-NOV-2034_01:00:00             0.305
18-NOV-2034_01:00:00             0.305
19-NOV-2034_01:00:00             0.305
20-NOV-2034_01:00:00             0.305
21-NOV-2034_01:00:00             0.305
22-NOV-2034_01:00:00             0.305
23-NOV-2034_01:00:00             0.305
24-NOV-2034_01:00:00             0.305
25-NOV-2034_01:00:00             0.305
26-NOV-2034_01:00:00             0.305
27-NOV-2034_01:00:00             0.305
28-NOV-2034_01:00:00             0.305
29-NOV-2034_01:00:00             0.305
30-NOV-2034_01:00:00             0.305
01-DEC-2034_01:00:00             0.305
02-DEC-2034_01:00:00             0.305
03-DEC-2034_01:00:00             0.305
04-DEC-2034_01:00:00             0.305
05-DEC-2034_01:00:00             0.305
06-DEC-2034_01:00:00             0.305
07-DEC-2034_01:00:00             0.305
08-DEC-2034_01:00:00             0.305
09-DEC-2034_01:00:00             0.304
10-DEC-2034_01:00:00             0.304
11-DEC-2034_01:00:00             0.304
12-DEC-2034_01:00:00             0.304
13-DEC-2034_01:00:00             0.304
14-DEC-2034_01:00:00             0.304
15-DEC-2034_01:00:00             0.304
16-DEC-2034_01:00:00             0.304
17-DEC-2034_01:00:00             0.304
18-DEC-2034_01:00:00             0.304
19-DEC-2034_01:00:00             0.304
20-DEC-2034_01:00:00             0.303
21-DEC-2034_01:00:00             0.303
22-DEC-2034_01:00:00             0.303
23-DEC-2034_01:00:00             0.303
24-DEC-2034_01:00:00             0.303
25-DEC-2034_01:00:00             0.303
26-DEC-2034_01:00:00             0.303
27-DEC-2034_01:00:00             0.303
28-DEC-2034_01:00:00             0.302
29-DEC-2034_01:00:00             0.302
30-DEC-2034_01:00:00             0.302
31-DEC-2034_01:00:00             0.302
01-JAN-2035_01:00:00             0.302
02-JAN-2035_01:00:00             0.302
03-JAN-2035_01:00:00             0.302
04-JAN-2035_01:00:00             0.302
05-JAN-2035_01:00:00             0.301
06-JAN-2035_01:00:00             0.301
07-JAN-2035_01:00:00             0.301
08-JAN-2035_01:00:00             0.301
09-JAN-2035_01:00:00             0.301
10-JAN-2035_01:00:00             0.301
11-JAN-2035_01:00:00             0.301
12-JAN-2035_01:00:00             0.301
13-JAN-2035_01:00:00             0.300
14-JAN-2035_01:00:00             0.300
15-JAN-2035_01:00:00             0.300
16-JAN-2035_01:00:00             0.300
17-JAN-2035_01:00:00             0.299
18-JAN-2035_01:00:00             0.299
19-JAN-2035_01:00:00             0.299
20-JAN-2035_01:00:00             0.299
21-JAN-2035_01:00:00             0.299
22-JAN-2035_01:00:00             0.299
23-JAN-2035_01:00:00             0.298
24-JAN-2035_01:00:00             0.298
25-JAN-2035_01:00:00             0.298
26-JAN-2035_01:00:00             0.298
27-JAN-2035_01:00:00             0.298
28-JAN-2035_01:00:00             0.298
29-JAN-2035_01:00:00             0.298
30-JAN-2035_01:00:00             0.298
31-JAN-2035_01:00:00             0.298
01-FEB-2035_01:00:00             0.297
02-FEB-2035_01:00:00             0.297
03-FEB-2035_01:00:00             0.297
04-FEB-2035_01:00:00             0.297
05-FEB-2035_01:00:00             0.297
06-FEB-2035_01:00:00             0.297
07-FEB-2035_01:00:00             0.297
08-FEB-2035_01:00:00             0.297
09-FEB-2035_01:00:00             0.296
10-FEB-2035_01:00:00             0.296
11-FEB-2035_01:00:00             0.296
12-FEB-2035_01:00:00             0.296
13-FEB-2035_01:00:00             0.296
14-FEB-2035_01:00:00             0.296
15-FEB-2035_01:00:00             0.295
16-FEB-2035_01:00:00             0.295
17-FEB-2035_01:00:00             0.295
18-FEB-2035_01:00:00             0.295
19-FEB-2035_01:00:00             0.294
20-FEB-2035_01:00:00             0.294
21-FEB-2035_01:00:00             0.294
22-FEB-2035_01:00:00             0.294
23-FEB-2035_01:00:00             0.294
24-FEB-2035_01:00:00             0.294
25-FEB-2035_01:00:00             0.294
26-FEB-2035_01:00:00             0.294
27-FEB-2035_01:00:00             0.293
28-FEB-2035_01:00:00             0.293
01-MAR-2035_01:00:00             0.293
02-MAR-2035_01:00:00             0.293
03-MAR-2035_01:00:00             0.293
04-MAR-2035_01:00:00             0.293
05-MAR-2035_01:00:00             0.293
06-MAR-2035_01:00:00             0.293
07-MAR-2035_01:00:00             0.292
08-MAR-2035_01:00:00             0.292
09-MAR-2035_01:00:00             0.292
10-MAR-2035_01:00:00             0.291
11-MAR-2035_01:00:00             0.291
12-MAR-2035_01:00:00             0.291
13-MAR-2035_01:00:00             0.291
14-MAR-2035_01:00:00             0.291
15-MAR-2035_01:00:00             0.291
16-MAR-2035_01:00:00             0.291
17-MAR-2035_01:00:00             0.290
18-MAR-2035_01:00:00             0.290
19-MAR-2035_01:00:00             0.290
20-MAR-2035_01:00:00             0.290
21-MAR-2035_01:00:00             0.290
22-MAR-2035_01:00:00             0.290
23-MAR-2035_01:00:00             0.290
24-MAR-2035_01:00:00             0.290
25-MAR-2035_01:00:00             0.289
26-MAR-2035_01:00:00             0.289
27-MAR-2035_01:00:00             0.289
28-MAR-2035_01:00:00             0.289
29-MAR-2035_01:00:00             0.289
30-MAR-2035_01:00:00             0.289
31-MAR-2035_01:00:00             0.288
01-APR-2035_01:00:00             0.288
02-APR-2035_01:00:00             0.288
03-APR-2035_01:00:00             0.288
04-APR-2035_01:00:00             0.288
05-APR-2035_01:00:00             0.288
06-APR-2035_01:00:00             0.287
07-APR-2035_01:00:00             0.287
08-APR-2035_01:00:00             0.287
09-APR-2035_01:00:00             0.287
10-APR-2035_01:00:00             0.287
11-APR-2035_01:00:00             0.287
12-APR-2035_01:00:00             0.287
13-APR-2035_01:00:00             0.286
14-APR-2035_01:00:00             0.286
15-APR-2035_01:00:00             0.286
16-APR-2035_01:00:00             0.286
17-APR-2035_01:00:00             0.286
18-APR-2035_01:00:00             0.286
19-APR-2035_01:00:00             0.286
20-APR-2035_01:00:00             0.286
21-APR-2035_01:00:00             0.285
22-APR-2035_01:00:00             0.285
23-APR-2035_01:00:00             0.285
24-APR-2035_01:00:00             0.285
25-APR-2035_01:00:00             0.285
26-APR-2035_01:00:00             0.285
27-APR-2035_01:00:00             0.285
28-APR-2035_01:00:00             0.284
29-APR-2035_01:00:00             0.284
30-APR-2035_01:00:00             0.284
01-MAY-2035_01:00:00             0.283
02-MAY-2035_01:00:00             0.283
03-MAY-2035_01:00:00             0.283
04-MAY-2035_01:00:00             0.283
05-MAY-2035_01:00:00             0.283
06-MAY-2035_01:00:00             0.283
07-MAY-2035_01:00:00             0.283
08-MAY-2035_01:00:00             0.283
09-MAY-2035_01:00:00             0.282
10-MAY-2035_01:00:00             0.282
11-MAY-2035_01:00:00             0.282
12-MAY-2035_01:00:00             0.282
13-MAY-2035_01:00:00             0.282
14-MAY-2035_01:00:00             0.282
15-MAY-2035_01:00:00             0.282
16-MAY-2035_01:00:00             0.282
17-MAY-2035_01:00:00             0.281
18-MAY-2035_01:00:00             0.281
19-MAY-2035_01:00:00             0.281
20-MAY-2035_01:00:00             0.281
21-MAY-2035_01:00:00             0.281
22-MAY-2035_01:00:00             0.281
23-MAY-2035_01:00:00             0.281
24-MAY-2035_01:00:00             0.281
25-MAY-2035_01:00:00             0.280
26-MAY-2035_01:00:00             0.280
27-MAY-2035_01:00:00             0.280
28-MAY-2035_01:00:00             0.280
29-MAY-2035_01:00:00             0.279
30-MAY-2035_01:00:00             0.279
31-MAY-2035_01:00:00             0.279
01-JUN-2035_01:00:00             0.279
02-JUN-2035_01:00:00             0.279
03-JUN-2035_01:00:00             0.279
04-JUN-2035_01:00:00             0.278
05-JUN-2035_01:00:00             0.278
06-JUN-2035_01:00:00             0.278
07-JUN-2035_01:00:00             0.278
08-JUN-2035_01:00:00             0.278
09-JUN-2035_01:00:00             0.278
10-JUN-2035_01:00:00             0.278
11-JUN-2035_01:00:00             0.278
12-JUN-2035_01:00:00             0.278
13-JUN-2035_01:00:00             0.277
14-JUN-2035_01:00:00             0.277
15-JUN-2035_01:00:00             0.277
16-JUN-2035_01:00:00             0.277
17-JUN-2035_01:00:00             0.277
18-JUN-2035_01:00:00             0.277
19-JUN-2035_01:00:00             0.276
20-JUN-2035_01:00:00             0.276
21-JUN-2035_01:00:00             0.276
22-JUN-2035_01:00:00             0.275
23-JUN-2035_01:00:00             0.275
24-JUN-2035_01:00:00             0.275
25-JUN-2035_01:00:00             0.275
26-JUN-2035_01:00:00             0.275
27-JUN-2035_01:00:00             0.275
28-JUN-2035_01:00:00             0.275
29-JUN-2035_01:00:00             0.275
30-JUN-2035_01:00:00             0.275
01-JUL-2035_01:00:00             0.274
02-JUL-2035_01:00:00             0.274
03-JUL-2035_01:00:00             0.274
04-JUL-2035_01:00:00             0.274
05-JUL-2035_01:00:00             0.274
06-JUL-2035_01:00:00             0.274
07-JUL-2035_01:00:00             0.274
08-JUL-2035_01:00:00             0.274
09-JUL-2035_01:00:00             0.273
10-JUL-2035_01:00:00             0.273
11-JUL-2035_01:00:00             0.273
12-JUL-2035_01:00:00             0.273
13-JUL-2035_01:00:00             0.273
14-JUL-2035_01:00:00             0.273
15-JUL-2035_01:00:00             0.272
16-JUL-2035_01:00:00             0.272
17-JUL-2035_01:00:00             0.272
18-JUL-2035_01:00:00             0.272
19-JUL-2035_01:00:00             0.271
20-JUL-2035_01:00:00             0.271
21-JUL-2035_01:00:00             0.271
22-JUL-2035_01:00:00             0.271
23-JUL-2035_01:00:00             0.271
24-JUL-2035_01:00:00             0.271
25-JUL-2035_01:00:00             0.271
26-JUL-2035_01:00:00             0.271
27-JUL-2035_01:00:00             0.270
28-JUL-2035_01:00:00             0.270
29-JUL-2035_01:00:00             0.270
30-JUL-2035_01:00:00             0.270
31-JUL-2035_01:00:00             0.270
01-AUG-2035_01:00:00             0.270
02-AUG-2035_01:00:00             0.270
03-AUG-2035_01:00:00             0.269
04-AUG-2035_01:00:00             0.269
05-AUG-2035_01:00:00             0.269
06-AUG-2035_01:00:00             0.268
07-AUG-2035_01:00:00             0.268
08-AUG-2035_01:00:00             0.268
09-AUG-2035_01:00:00             0.268
10-AUG-2035_01:00:00             0.268
11-AUG-2035_01:00:00             0.268
12-AUG-2035_01:00:00             0.268
13-AUG-2035_01:00:00             0.268
14-AUG-2035_01:00:00             0.267
15-AUG-2035_01:00:00             0.267
16-AUG-2035_01:00:00             0.267
17-AUG-2035_01:00:00             0.267
18-AUG-2035_01:00:00             0.267
19-AUG-2035_01:00:00             0.267
20-AUG-2035_01:00:00             0.267
21-AUG-2035_01:00:00             0.267
22-AUG-2035_01:00:00             0.266
23-AUG-2035_01:00:00             0.266
24-AUG-2035_01:00:00             0.266
25-AUG-2035_01:00:00             0.266
26-AUG-2035_01:00:00             0.266
27-AUG-2035_01:00:00             0.266
28-AUG-2035_01:00:00             0.266
29-AUG-2035_01:00:00             0.266
30-AUG-2035_01:00:00             0.265
31-AUG-2035_01:00:00             0.265
01-SEP-2035_01:00:00             0.264
02-SEP-2035_01:00:00             0.264
03-SEP-2035_01:00:00             0.264
04-SEP-2035_01:00:00             0.264
05-SEP-2035_01:00:00             0.264
06-SEP-2035_01:00:00             0.264
07-SEP-2035_01:00:00             0.264
08-SEP-2035_01:00:00             0.264
09-SEP-2035_01:00:00             0.263
10-SEP-2035_01:00:00             0.263
11-SEP-2035_01:00:00             0.263
12-SEP-2035_01:00:00             0.263
13-SEP-2035_01:00:00             0.263
14-SEP-2035_01:00:00             0.263
15-SEP-2035_01:00:00             0.263
16-SEP-2035_01:00:00             0.263
17-SEP-2035_01:00:00             0.262
18-SEP-2035_01:00:00             0.262
19-SEP-2035_01:00:00             0.262
20-SEP-2035_01:00:00             0.261
21-SEP-2035_01:00:00             0.261
22-SEP-2035_01:00:00             0.261
23-SEP-2035_01:00:00             0.261
24-SEP-2035_01:00:00             0.261
25-SEP-2035_01:00:00             0.261
26-SEP-2035_01:00:00             0.261
27-SEP-2035_01:00:00             0.260
28-SEP-2035_01:00:00             0.260
29-SEP-2035_01:00:00             0.260
30-SEP-2035_01:00:00             0.260
01-OCT-2035_01:00:00             0.260
02-OCT-2035_01:00:00             0.260
03-OCT-2035_01:00:00             0.260
