row_type,player_id,name,team,conference,primary_pos,secondary_pos,height_in,weight_lb,ppg,apg,orpg,drpg,rpg,spg,bpg,tov,fgm,fga,fg_pct,pts,ftm,win,loss
PLAYER,1021,Damian Sanders,Harbor Wolves,A,PG,SG,73.2,182.0,32.7,8.8,0.8,3.1,3.9,1.7,0.2,2.1,12.2,22.0,0.554,32.7,6.0,14,6
PLAYER,1001,Shawn Gordon,Apex Aces,A,PG,SG,75.1,181.0,23.1,11.6,1.0,3.4,4.4,1.2,0.2,2.3,9.8,18.0,0.544,23.1,5.8,13,7
PLAYER,1016,Tobias Porter,Neon Knights,A,PG,SG,73.5,191.0,25.0,6.4,0.9,2.6,3.5,3.0,0.2,2.0,9.9,18.5,0.535,25.0,6.2,12,8
PLAYER,1006,Rylan Parker,River City Runners,A,PG,SG,75.1,181.0,20.0,8.2,0.8,3.1,3.9,1.8,0.3,2.6,8.1,16.0,0.506,20.0,5.6,11,9
PLAYER,1011,Zion Powell,Steelhawks,A,PG,SG,73.8,175.0,18.7,8.8,0.9,3.2,4.1,1.5,0.3,2.4,7.6,14.5,0.524,18.7,5.4,10,10
PLAYER,1046,Owen Walters,Aurora Falcons,B,PG,SG,73.4,183.0,25.6,7.4,0.9,3.6,4.5,1.3,0.4,2.6,9.0,17.2,0.523,25.6,6.4,12,8
PLAYER,1036,Cameron Grant,Lakeside Royals,B,PG,SG,75.8,173.0,22.0,7.8,1.0,2.0,3.0,1.4,0.3,2.3,9.2,18.0,0.511,22.0,5.6,13,7
PLAYER,1041,Jett Jenkins,Metro Titans,B,PG,SG,72.8,177.0,25.3,5.3,0.9,2.1,3.0,2.0,0.3,2.1,9.6,17.0,0.565,25.3,6.0,14,6
PLAYER,1002,Logan Warren,Apex Aces,A,SG,SF,77.7,201.0,22.9,4.2,0.9,4.1,5.0,1.6,0.5,1.9,9.7,18.4,0.527,22.9,5.6,13,7
PLAYER,1022,Tyrese Ramirez,Harbor Wolves,A,SG,SF,75.7,209.0,22.3,3.9,1.3,2.2,3.5,0.9,0.5,2.3,8.1,16.4,0.494,22.3,6.2,12,8
PLAYER,1047,Kendrick Hayes,Aurora Falcons,B,SG,PG,74.5,187.0,23.4,3.5,0.8,3.0,3.8,1.7,0.2,2.5,9.8,18.6,0.527,23.4,5.8,12,8
PLAYER,1032,Roman Gibson,Summit Serpents,B,SG,SF,76.4,205.0,21.4,4.3,0.7,3.7,4.4,1.1,0.4,2.2,8.9,18.2,0.489,21.4,5.4,11,9
PLAYER,1037,Bryce Barnes,Lakeside Royals,B,SG,PG,75.8,196.0,20.6,2.8,1.5,4.3,5.8,1.1,0.5,1.6,7.3,13.7,0.533,20.6,5.6,10,10
PLAYER,1008,Khalil Ward,River City Runners,A,SF,SG,79.6,219.0,21.0,4.7,1.0,3.6,4.6,0.8,0.8,1.7,8.7,16.3,0.534,21.0,5.6,11,9
PLAYER,1038,Blake Gray,Lakeside Royals,B,SF,PF,81.0,222.0,22.0,2.6,1.1,3.9,5.0,1.5,0.4,2.4,8.2,15.2,0.539,22.0,6.0,12,8
PLAYER,1043,Jonah Hughes,Metro Titans,B,SF,PF,79.8,221.0,22.6,3.6,1.5,3.8,5.3,0.9,0.5,1.8,9.3,17.5,0.531,22.6,5.8,15,5
PLAYER,1048,Cole Young,Aurora Falcons,B,SF,SG,80.4,214.0,13.7,3.5,2.1,6.2,8.3,1.5,0.5,2.0,5.6,11.2,0.5,13.7,5.6,9,11
PLAYER,1003,Colin Reeves,Apex Aces,A,SF,PF,80.9,227.0,20.3,2.6,1.0,5.3,6.3,1.4,1.0,1.6,8.2,16.2,0.506,20.3,5.8,13,7
PLAYER,1040,Wyatt Rogers,Lakeside Royals,B,C,PF,85.1,263.0,16.0,2.0,4.2,9.7,13.9,1.1,1.2,1.9,7.3,13.0,0.562,16.0,5.4,12,8
PLAYER,1035,Jayson Patel,Summit Serpents,B,C,PF,85.7,253.0,14.9,2.9,3.4,7.0,10.4,0.6,2.4,1.9,6.1,10.3,0.592,14.9,5.6,10,10
PLAYER,1015,Jace James,Steelhawks,A,C,PF,82.4,262.0,14.2,2.5,2.2,8.3,10.5,0.5,1.1,1.6,5.5,9.7,0.567,14.2,5.4,9,11
PLAYER,1030,Nate Torres,Desert Comets,B,C,PF,83.9,248.0,16.4,2.6,3.0,7.5,10.5,0.6,2.0,1.2,6.7,11.2,0.598,16.4,5.4,11,9
PLAYER,1005,Elijah Flores,Apex Aces,A,C,PF,85.3,267.0,14.6,1.3,2.4,5.5,7.9,1.0,2.0,1.9,5.8,10.3,0.563,14.6,5.6,12,8
PLAYER,1049,Darius Kelley,Harbor Wolves,A,PG,SG,75.2,170.2,14.0,3.5,1.1,2.6,3.7,2.1,0.1,1.7,8.8,17.7,0.5,14.0,3.7,8,12
PLAYER,1050,Wyatt Zimmer,Harbor Wolves,A,SG,PG,76.3,196.9,27.5,3.8,1.3,2.5,3.8,2.9,0.2,2.8,12.8,22.0,0.6,27.5,6.9,11,9
PLAYER,1051,Grayson Kelley,Harbor Wolves,A,SG,SF,78.3,191.8,14.2,3.4,0.9,3.1,4.0,2.7,0.1,1.3,7.7,16.9,0.5,14.2,3.4,9,11
PLAYER,1052,Brayden Gibson,Harbor Wolves,A,SF,SG,79.2,215.6,19.0,2.6,1.3,6.1,7.4,1.7,0.3,1.9,9.5,18.7,0.5,19.0,5.5,8,12
PLAYER,1053,Logan Adams,Harbor Wolves,A,SF,PF,80.8,230.5,27.8,4.5,1.9,4.3,6.2,1.8,0.3,2.9,11.4,22.0,0.5,27.8,7.0,8,12
PLAYER,1054,Miles Johnson,Harbor Wolves,A,PF,SF,80.0,251.3,23.8,2.9,2.0,6.1,8.1,0.4,0.8,2.5,10.3,20.5,0.5,23.8,6.0,13,7
PLAYER,1055,Carter Irving,Harbor Wolves,A,PF,C,80.3,221.9,23.1,3.7,3.1,5.9,9.0,0.4,2.0,2.5,11.6,21.5,0.5,23.1,5.6,10,10
PLAYER,1056,Elias Ellis,Harbor Wolves,A,C,PF,84.6,248.0,22.3,2.8,3.3,6.9,10.2,0.7,2.0,1.6,10.7,19.3,0.6,22.3,6.1,14,6
PLAYER,1057,Caleb Benson,Apex Aces,A,PG,SG,73.1,172.7,12.8,4.0,1.0,3.4,4.4,1.4,0.3,2.0,8.1,14.9,0.5,12.8,3.7,14,6
PLAYER,1058,Trevor Baker,Apex Aces,A,SG,PG,74.5,181.9,23.5,2.7,0.7,4.0,4.7,1.8,0.3,2.5,12.3,20.7,0.6,23.5,6.9,15,5
PLAYER,1059,Preston Owens,Apex Aces,A,SG,SF,78.0,200.0,28.4,4.0,0.8,2.9,3.7,2.2,0.3,2.9,11.7,20.7,0.6,28.4,7.0,14,6
PLAYER,1060,Yusuf Young,Apex Aces,A,SF,SG,77.1,221.6,14.8,4.9,1.4,5.0,6.4,1.5,0.6,2.1,8.0,17.3,0.5,14.8,4.7,12,8
PLAYER,1061,Darius Foster,Apex Aces,A,SF,PF,78.5,204.2,15.7,4.2,1.0,4.8,5.8,1.6,0.4,2.4,8.0,17.2,0.5,15.7,4.9,13,7
PLAYER,1062,Rowan Zimmer,Apex Aces,A,PF,SF,83.4,250.9,9.5,3.2,2.8,6.7,9.5,0.6,1.7,1.9,7.6,14.1,0.5,9.5,2.3,14,6
PLAYER,1063,Riley Underwood,Neon Knights,A,PG,SG,73.9,192.3,14.8,9.8,0.9,2.3,3.2,1.2,0.1,1.9,9.3,16.7,0.6,14.8,3.5,9,11
PLAYER,1064,Owen Ramirez,Neon Knights,A,SG,PG,74.5,185.8,31.4,4.5,1.4,3.8,5.1,1.9,0.3,2.9,11.9,20.6,0.6,31.4,7.0,15,5
PLAYER,1065,Kaiden Lopez,Neon Knights,A,SG,SF,74.0,181.9,17.1,5.9,0.7,3.2,3.9,2.4,0.5,2.1,10.4,18.3,0.6,17.1,4.1,13,7
PLAYER,1066,Amari Nelson,Neon Knights,A,SF,SG,80.1,200.9,9.5,1.8,1.0,5.5,6.5,1.6,0.2,2.2,7.9,14.3,0.6,9.5,3.6,14,6
PLAYER,1067,Riley Jackson,Neon Knights,A,SF,PF,77.4,214.7,11.7,2.9,1.8,6.2,8.0,0.8,0.5,1.7,8.3,15.3,0.5,11.7,3.3,8,12
PLAYER,1068,Riley Nelson,Neon Knights,A,PF,SF,81.6,236.0,14.2,2.7,2.0,7.1,9.1,0.3,1.5,1.7,8.9,17.5,0.5,14.2,4.3,8,12
PLAYER,1069,Dylan Vaughn,Neon Knights,A,PF,C,80.5,231.1,15.8,2.6,3.6,5.3,8.8,1.5,0.8,1.7,10.7,18.5,0.6,15.8,4.8,13,7
PLAYER,1070,Miles Ramirez,Neon Knights,A,C,PF,83.2,278.1,16.6,1.6,3.1,8.0,11.1,0.4,2.3,2.2,11.3,19.0,0.6,16.6,5.1,14,6
PLAYER,1071,Kobe Coleman,Neon Knights,A,PG,SG,73.6,181.9,9.9,2.8,0.9,2.0,2.9,2.0,0.4,2.3,8.5,14.6,0.6,9.9,2.4,14,6
PLAYER,1072,Xavier Lopez,River City Runners,A,PG,SG,71.9,183.1,26.5,3.8,1.1,2.1,3.2,2.3,0.3,3.0,13.5,21.9,0.6,26.5,6.9,12,8
PLAYER,1073,Shawn Sanders,River City Runners,A,SG,PG,76.4,189.2,22.5,5.1,0.6,2.3,2.9,2.7,0.5,1.8,12.2,19.9,0.6,22.5,5.0,10,10
PLAYER,1074,Isaiah Miller,River City Runners,A,SG,SF,75.4,195.1,22.1,2.4,1.0,3.9,4.9,1.9,0.2,2.4,9.9,20.1,0.5,22.1,6.4,12,8
PLAYER,1075,Hayden Vaughn,River City Runners,A,SF,SG,77.7,212.0,23.9,2.1,1.9,4.9,6.8,1.4,0.9,2.8,11.4,21.7,0.5,23.9,6.5,10,10
PLAYER,1076,Parker Griffin,River City Runners,A,SF,PF,77.4,209.3,12.7,1.5,2.1,4.8,6.9,1.0,0.4,2.4,10.3,17.1,0.6,12.7,3.6,12,8
PLAYER,1077,Preston Frazier,River City Runners,A,PF,SF,81.4,238.5,20.1,2.2,2.0,5.7,7.8,1.1,0.5,2.5,9.9,19.8,0.5,20.1,4.6,15,5
PLAYER,1078,Yusuf Nguyen,River City Runners,A,PF,C,81.3,252.5,17.6,1.5,2.8,5.5,8.3,0.4,1.4,2.3,8.9,18.3,0.5,17.6,5.3,10,10
PLAYER,1079,Caleb Young,River City Runners,A,C,PF,83.1,260.5,18.1,1.4,3.2,7.9,11.0,0.7,2.2,2.2,7.9,17.5,0.5,18.1,4.8,10,10
PLAYER,1080,Logan Ingram,Steelhawks,A,PG,SG,72.6,184.0,23.9,6.4,1.2,3.6,4.8,3.0,0.1,2.5,11.1,21.8,0.5,23.9,6.5,15,5
PLAYER,1081,Aiden Reeves,Steelhawks,A,SG,PG,77.4,199.4,22.0,5.0,1.4,3.9,5.4,2.5,0.7,1.5,9.2,18.6,0.5,22.0,6.4,9,11
PLAYER,1082,Kobe Mitchell,Steelhawks,A,SG,SF,74.2,193.8,21.1,5.3,1.0,2.3,3.3,2.1,0.6,2.5,8.6,18.3,0.5,21.1,5.7,11,9
PLAYER,1083,Kaiden Owens,Steelhawks,A,SF,SG,77.6,203.3,15.5,3.9,1.8,4.7,6.5,1.4,0.9,2.1,9.6,16.3,0.6,15.5,4.8,14,6
PLAYER,1084,Sawyer Gibson,Steelhawks,A,SF,PF,78.4,226.0,15.2,2.3,1.1,4.9,6.0,1.0,0.3,1.9,9.9,17.1,0.6,15.2,4.9,15,5
PLAYER,1085,Jude Irving,Steelhawks,A,PF,SF,80.4,241.8,12.3,3.5,2.5,5.4,7.9,0.5,1.3,1.2,7.9,14.2,0.6,12.3,3.5,11,9
PLAYER,1086,Vince Quinn,Steelhawks,A,PF,C,81.2,246.6,14.8,2.5,2.3,5.1,7.4,1.3,1.5,2.3,8.0,16.8,0.5,14.8,3.4,13,7
PLAYER,1087,Bryce Parker,Steelhawks,A,C,PF,85.6,251.8,7.1,1.7,2.9,6.4,9.3,0.5,2.2,2.1,7.2,12.4,0.6,7.1,2.4,11,9
PLAYER,1088,Vince Warren,Aurora Falcons,B,PG,SG,75.5,188.0,15.4,7.1,1.0,3.7,4.7,1.4,0.2,1.7,10.4,18.0,0.6,15.4,4.7,8,12
PLAYER,1089,Trevor Vasquez,Aurora Falcons,B,SG,PG,78.4,184.5,15.7,4.4,0.8,2.8,3.6,2.1,0.4,2.3,8.1,16.9,0.5,15.7,4.3,15,5
PLAYER,1090,Kobe Irving,Aurora Falcons,B,SG,SF,75.4,187.1,12.3,4.4,0.6,2.6,3.2,1.4,0.3,2.0,7.7,16.9,0.5,12.3,2.7,9,11
PLAYER,1091,Brayden Dorsey,Aurora Falcons,B,SF,SG,79.9,220.7,26.5,2.3,1.2,4.3,5.5,1.9,0.4,2.6,13.3,22.0,0.6,26.5,6.6,13,7
PLAYER,1092,Xavier Johnson,Aurora Falcons,B,SF,PF,80.8,204.4,10.5,4.7,1.3,4.8,6.1,0.8,0.9,1.1,8.0,13.5,0.6,10.5,2.3,15,5
PLAYER,1093,Landon Warren,Aurora Falcons,B,PF,SF,79.9,234.8,18.7,3.8,2.4,7.1,9.5,1.1,0.9,2.6,11.0,18.8,0.6,18.7,4.9,14,6
PLAYER,1094,Darius Stevens,Aurora Falcons,B,PF,C,83.3,240.8,17.5,2.9,2.9,6.9,9.8,0.8,1.3,2.0,10.7,17.9,0.6,17.5,4.4,15,5
PLAYER,1095,Jude Vasquez,Lakeside Royals,B,PG,SG,74.5,194.6,11.0,6.1,0.9,3.5,4.4,1.2,0.2,1.6,9.7,16.2,0.6,11.0,3.1,9,11
PLAYER,1096,Kobe Larson,Lakeside Royals,B,SG,PG,75.0,207.5,25.6,3.2,1.0,2.2,3.2,1.9,0.5,3.1,10.0,20.7,0.5,25.6,6.9,9,11
PLAYER,1097,Darius Harris,Lakeside Royals,B,SG,SF,74.1,187.1,22.7,4.9,1.5,3.3,4.8,1.6,0.1,2.6,10.3,19.9,0.5,22.7,6.1,12,8
PLAYER,1098,Gavin Nguyen,Lakeside Royals,B,SF,SG,80.6,231.5,13.3,3.8,1.1,5.6,6.7,1.4,1.0,1.5,9.5,15.4,0.6,13.3,3.2,11,9
PLAYER,1099,Aiden Underwood,Lakeside Royals,B,SF,PF,79.3,210.1,26.6,4.0,1.5,4.2,5.8,1.4,0.4,2.8,12.9,21.8,0.6,26.6,5.9,9,11
PLAYER,1100,Sawyer Underwood,Lakeside Royals,B,PF,SF,80.0,250.9,20.9,2.5,3.4,6.1,9.5,1.5,0.7,2.4,11.2,19.9,0.6,20.9,4.7,9,11
PLAYER,1101,Xavier Carter,Metro Titans,B,PG,SG,73.3,187.0,27.3,8.1,0.8,2.8,3.6,0.9,0.3,2.0,12.1,21.7,0.6,27.3,6.2,8,12
PLAYER,1102,Rowan Young,Metro Titans,B,SG,PG,75.8,205.5,26.6,3.2,1.4,3.7,5.1,1.1,0.6,2.7,10.6,21.5,0.5,26.6,6.9,13,7
PLAYER,1103,Wesley Ramirez,Metro Titans,B,SG,SF,74.4,206.5,27.6,4.9,1.2,3.4,4.7,2.1,0.1,3.0,10.0,22.0,0.5,27.6,7.0,12,8
PLAYER,1104,Finn Turner,Metro Titans,B,SF,SG,77.7,201.4,25.2,4.9,1.9,6.0,7.9,1.1,0.8,2.1,10.0,20.5,0.5,25.2,7.0,13,7
PLAYER,1105,Hudson Quinn,Metro Titans,B,SF,PF,77.6,217.3,18.0,1.3,1.9,5.2,7.1,1.6,1.0,2.2,10.8,18.0,0.6,18.0,4.8,10,10
PLAYER,1106,Grayson Coleman,Metro Titans,B,PF,SF,80.4,220.6,23.8,3.7,2.0,5.1,7.1,1.1,0.7,2.2,12.7,21.0,0.6,23.8,7.0,11,9
PLAYER,1107,Wyatt Parker,Metro Titans,B,PF,C,80.8,238.2,16.3,1.4,2.0,6.3,8.3,0.7,0.5,2.4,8.2,16.0,0.5,16.3,5.4,9,11
PLAYER,1108,Brayden Young,Metro Titans,B,C,PF,83.9,250.0,6.8,1.9,3.1,8.0,11.1,0.7,2.3,1.8,7.2,13.7,0.5,6.8,2.7,12,8
PLAYER,1109,Bryce Kelley,Summit Serpents,B,PG,SG,71.3,185.5,13.4,8.3,1.0,3.1,4.1,3.0,0.4,1.9,7.7,15.3,0.5,13.4,2.9,14,6
PLAYER,1110,Wyatt Zamora,Summit Serpents,B,SG,PG,78.2,203.3,25.7,4.7,0.7,3.6,4.3,1.7,0.5,2.6,12.5,21.0,0.6,25.7,6.6,8,12
PLAYER,1111,Nolan Frazier,Summit Serpents,B,SG,SF,75.1,185.5,20.7,5.6,0.6,2.3,2.9,2.6,0.7,2.2,9.4,18.2,0.5,20.7,5.8,15,5
PLAYER,1112,Sawyer Emerson,Summit Serpents,B,SF,SG,77.6,214.0,17.8,4.4,2.0,5.5,7.6,1.9,0.3,2.0,9.9,19.2,0.5,17.8,4.1,9,11
PLAYER,1113,Finn Johnson,Summit Serpents,B,SF,PF,78.5,221.9,9.6,4.1,1.2,5.5,6.6,0.6,0.7,1.4,7.8,15.3,0.5,9.6,3.0,14,6
PLAYER,1114,Zion Reeves,Summit Serpents,B,PF,SF,83.4,241.2,9.4,1.0,2.1,5.7,7.7,1.0,1.0,1.3,7.3,15.6,0.5,9.4,3.2,13,7
PLAYER,1115,Bryce Lopez,Summit Serpents,B,PF,C,82.6,237.7,14.5,3.0,3.4,6.5,9.9,1.2,0.6,1.0,10.6,17.3,0.6,14.5,3.4,8,12
PLAYER,1116,Amari Clark,Summit Serpents,B,C,PF,84.2,242.3,18.8,0.8,3.7,7.2,10.9,0.7,1.3,2.3,8.2,18.0,0.5,18.8,5.2,9,11
PLAYER,1117,Wyatt Johnson,Desert Comets,B,PG,SG,71.5,186.2,12.3,9.4,1.1,2.9,3.9,2.7,0.4,1.5,9.2,17.0,0.5,12.3,3.7,14,6
PLAYER,1118,Victor Yang,Desert Comets,B,SG,PG,75.6,202.1,25.4,1.8,1.4,3.0,4.4,2.5,0.5,2.3,10.4,21.9,0.5,25.4,7.0,10,10
PLAYER,1119,Jude Harris,Desert Comets,B,SG,SF,76.2,188.9,24.1,4.6,0.8,3.9,4.7,2.8,0.6,1.5,13.4,22.0,0.6,24.1,5.7,12,8
PLAYER,1120,Zion Parker,Desert Comets,B,SF,SG,79.1,200.5,15.4,1.3,1.1,6.3,7.4,1.2,0.4,2.3,10.9,18.4,0.6,15.4,3.8,12,8
PLAYER,1121,Sawyer Walker,Desert Comets,B,SF,PF,78.7,212.0,15.5,2.5,1.5,5.1,6.6,1.5,0.4,1.4,7.9,15.7,0.5,15.5,4.3,13,7
PLAYER,1122,Grayson Benson,Desert Comets,B,PF,SF,79.1,226.7,19.3,2.0,2.1,7.2,9.3,1.3,0.6,1.3,10.0,19.3,0.5,19.3,5.8,8,12
PLAYER,1123,Grayson Adams,Desert Comets,B,PF,C,82.2,223.9,7.1,2.7,2.8,6.4,9.3,1.4,0.9,0.9,8.0,13.1,0.6,7.1,2.5,13,7
PLAYER,1124,Parker Underwood,Desert Comets,B,C,PF,85.9,280.4,12.5,2.1,3.0,6.5,9.5,0.8,1.2,2.2,9.5,16.5,0.6,12.5,3.7,11,9
PLAYER,1125,Dylan Kelley,Desert Comets,B,PG,SG,75.4,184.8,14.5,10.2,1.2,2.2,3.4,2.6,0.3,1.9,8.3,15.4,0.5,14.5,3.6,10,10
